;;;;;;;;;;;;;;;;;;;;Moyenne;Variance;Ecart type;;m‚diance;;;;;;;
;;IdOp100;SN;Colonne2;Type;DateStart;OCV;ACIR;InsuP;InsuN;TC1;TC2;VC1;VC2;VC3;VC4;VC5;VC6;VC7;23.37;0.000277097;0.016646243;;23.37;;;;;;;
23.38;21.51915268;851;0B5MEVA000A46JCCW0000120;536;3551;23/05/2023 14:37;23.38;3.07;9999;9999;22;22;3896;3899;3896;3896;3898;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;852;0B5MEVA000A46JCCW0000119;537;3551;23/05/2023 14:39;23.38;3.08;9999;9999;22;22;3896;3896;3896;3899;3898;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;855;0B5MEVA000A46JCCV0000369;538;3551;23/05/2023 14:41;23.38;3.09;9999;9999;23;22;3894;3898;3898;3898;3896;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;858;0B5MEVA000A46JCCW0000092;539;3551;23/05/2023 14:56;23.38;3.07;9999;9999;22;22;3896;3895;3896;3898;3894;3898;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;859;0B5MEVA000A46JCCW0000112;540;3551;23/05/2023 15:00;23.38;3.08;9999;9999;22;23;3896;3895;3895;3896;3896;3895;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;862;0B5MEVA000A46JCCW0000109;541;3551;23/05/2023 15:01;23.38;3.05;9999;9999;22;22;3898;3896;3896;3898;3896;3898;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;863;0B5MEVA000A46JCCV0000367;542;3551;23/05/2023 15:02;23.38;3.11;9999;9999;22;22;3896;3899;3896;3896;3896;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;867;0B5MEVA000A46JCCV0000356;543;3551;23/05/2023 15:06;23.38;3.09;9999;9999;22;22;3898;3896;3896;3896;3896;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;868;0B5MEVA000A46JCCV0000371;544;3551;23/05/2023 15:07;23.38;3.1;9999;9999;22;22;3896;3896;3895;3898;3898;3898;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;870;0B5MEVA000A46JCCV0000376;545;3551;23/05/2023 15:08;23.38;3.1;9999;9999;22;22;3898;3896;3896;3899;3898;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;871;0B5MEVA000A46JCCV0000378;546;3551;23/05/2023 15:09;23.38;3.09;9999;9999;22;22;3899;3896;3898;3896;3896;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;898;0B5MEVA000A46JCCW0000212;547;3551;25/05/2023 13:17;23.38;3.06;9999;9999;23;23;3898;3898;3890;3899;3898;3900;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;900;0B5MEVA000A46JCCW0000212;548;3551;25/05/2023 13:53;23.38;3.06;9999;9999;23;23;3898;3898;3890;3899;3898;3900;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;909;0B5MEVA000A46JCCW0000212;549;3551;25/05/2023 14:24;23.38;3.06;9999;9999;23;23;3898;3898;3890;3899;3898;3900;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;939;0B5MEVA000A46JCCX0000224;550;3551;31/05/2023 13:53;23.38;3.07;9999;9999;24;23;3892;3898;3899;3896;3896;3899;1;;;;21.51915268;;;;;;;;
23.38;9.789878366;1246;0B5MEVA001A45JC9W0000376;32;3551;15/06/2023 10:37;23.35;3.07;9999;9999;23;23;3893;3893;3892;3893;3892;3892;0;;;;9.789878366;;;;;;;;
23.38;13.59506614;1245;0B5MEVA000A46JCCW0000215;880;3551;15/06/2023 10:36;23.39;3.08;9999;9999;23;23;3898;3898;3898;3898;3898;3899;1;;;;13.59506614;;;;;;;;
23.38;18.26094097;1244;0B5MEVA000A46JCCW0000073;165;3551;15/06/2023 10:35;23.36;3.06;9999;9999;24;23;3893;3894;3893;3894;3894;3892;0;;;;18.26094097;;;;;;;;
23.38;18.26094097;1243;0B5MEVA000A46JCCW0000392;164;3551;15/06/2023 10:34;23.36;3.04;9999;9999;24;23;3894;3892;3892;3893;3894;3893;0;;;;18.26094097;;;;;;;;
23.38;18.26094097;1242;0B5MEVA001A45JC9W0000421;163;3551;15/06/2023 10:32;23.36;3.06;9999;9999;24;24;3893;3894;3893;3892;3890;3892;0;;;;18.26094097;;;;;;;;
23.38;18.26094097;1241;0B5MEVA001A45JC9W0000408;162;3551;15/06/2023 10:31;23.36;3.06;9999;9999;24;23;3894;3893;3892;3894;3894;3893;0;;;;18.26094097;;;;;;;;
23.38;13.59506614;1240;0B5MEVA000A46JCCX0000116;879;3551;15/06/2023 10:30;23.39;3.06;9999;9999;24;24;3899;3900;3899;3899;3899;3898;1;;;;13.59506614;;;;;;;;
23.38;9.789878366;1239;0B5MEVA001A45JC9W0000376;31;3551;15/06/2023 10:30;23.35;3.07;9999;9999;0;0;0;0;0;0;0;0;0;;;;9.789878366;;;;;;;;
23.38;13.59506614;1238;0B5MEVA000A46JCCX0000174;878;3551;15/06/2023 10:29;23.39;3.07;9999;9999;23;23;3896;3898;3898;3898;3898;3898;1;;;;13.59506614;;;;;;;;
23.38;13.59506614;1237;0B5MEVA000A46JCCX0000205;877;3551;15/06/2023 10:29;23.39;3.08;9999;9999;23;24;3898;3898;3899;3898;3898;3899;1;;;;13.59506614;;;;;;;;
23.38;21.51915268;1236;0B5MEVA000A46JCCX0000189;627;3551;15/06/2023 10:28;23.38;3.07;9999;9999;24;24;3895;3895;3896;3898;3888;3896;1;;;;21.51915268;;;;;;;;
23.38;13.59506614;1235;0B5MEVA000A46JCCX0000177;876;3551;15/06/2023 09:50;23.39;3.06;9999;9999;23;23;3898;3895;3896;3895;3898;3896;1;;;;13.59506614;;;;;;;;
23.38;13.59506614;1234;0B5MEVA000A46JCCX0000149;875;3551;15/06/2023 09:49;23.39;3.04;9999;9999;23;23;3898;3898;3898;3898;3898;3896;1;;;;13.59506614;;;;;;;;
23.38;21.51915268;1233;0B5MEVA000A46JCCX0000197;626;3551;15/06/2023 09:48;23.38;3.06;9999;9999;24;23;3899;3895;3896;3896;3896;3898;1;;;;21.51915268;;;;;;;;
23.38;13.59506614;1232;0B5MEVA000A46JCCX0000217;874;3551;15/06/2023 09:46;23.39;3.08;9999;9999;23;23;3898;3898;3898;3896;3898;3896;1;;;;13.59506614;;;;;;;;
23.38;21.51915268;1231;0B5MEVA000A46JCCX0000169;625;3551;15/06/2023 09:45;23.38;3.07;9999;9999;23;23;3896;3896;3900;3896;3899;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;1230;0B5MEVA000A46JCCX0000077;624;3551;15/06/2023 09:44;23.38;3.05;9999;9999;23;23;3896;3896;3896;3896;3896;3898;1;;;;21.51915268;;;;;;;;
23.38;13.59506614;1229;0B5MEVA000A46JCCX0000039;873;3551;15/06/2023 09:42;23.39;3.05;9999;9999;23;23;3899;3899;3898;3896;3896;3899;1;;;;13.59506614;;;;;;;;
23.38;21.51915268;1228;0B5MEVA000A46JCCX0000170;623;3551;15/06/2023 09:41;23.38;3.08;9999;9999;23;23;3894;3896;3894;3896;3896;3896;1;;;;21.51915268;;;;;;;;
23.38;13.59506614;1227;0B5MEVA000A46JCCX0000101;872;3551;15/06/2023 09:39;23.39;3.07;9999;9999;24;23;3898;3899;3898;3898;3898;3898;1;;;;13.59506614;;;;;;;;
23.38;13.59506614;1226;0B5MEVA000A46JCCX0000219;871;3551;15/06/2023 09:38;23.39;3.08;9999;9999;23;23;3899;3898;3898;3898;3896;3898;1;;;;13.59506614;;;;;;;;
23.38;18.26094097;1225;0B5MEVA001A45JC9W0000387;161;3551;15/06/2023 09:37;23.36;3.09;9999;9999;23;23;3894;3893;3893;3894;3894;3894;0;;;;18.26094097;;;;;;;;
23.38;13.59506614;1224;0B5MEVA000A46JCCX0000201;870;3551;15/06/2023 09:37;23.39;3.08;9999;9999;23;23;3898;3898;3896;3898;3899;3898;1;;;;13.59506614;;;;;;;;
23.38;21.51915268;1223;0B5MEVA000A46JCCX0000198;622;3551;15/06/2023 09:36;23.38;3.07;9999;9999;23;23;3896;3896;3895;3899;3898;3898;1;;;;21.51915268;;;;;;;;
23.38;13.59506614;1222;0B5MEVA000A46JCCX0000216;869;3551;15/06/2023 09:35;23.39;3.08;9999;9999;24;23;3898;3899;3899;3899;3896;3898;1;;;;13.59506614;;;;;;;;
23.38;21.51915268;1221;0B5MEVA000A46JCCX0000091;621;3551;15/06/2023 09:34;23.38;3.06;9999;9999;23;23;3896;3895;3896;3898;3895;3896;1;;;;21.51915268;;;;;;;;
23.38;23.74319228;1220;0B5MEVA000A46JCCW0000130;424;3551;14/06/2023 12:57;23.37;3.09;9999;9999;24;24;3894;3895;3894;3895;3894;3895;0;;;;23.74319228;;;;;;;;
23.38;21.51915268;1219;0B5MEVA000A46JCCT0000328;620;3551;14/06/2023 12:56;23.38;3.08;9999;9999;24;24;3896;3898;3898;3896;3898;3896;1;;;;21.51915268;;;;;;;;
23.38;18.26094097;1218;0B5MEVA000A46JCCW0000393;160;3551;14/06/2023 12:55;23.36;3.06;9999;9999;24;24;3892;3894;3893;3893;3894;3893;0;;;;18.26094097;;;;;;;;
23.38;18.26094097;1217;0B5MEVA000A46JCCW0000075;159;3551;14/06/2023 12:54;23.36;3.1;9999;9999;24;24;3893;3893;3890;3894;3890;3892;0;;;;18.26094097;;;;;;;;
23.38;13.59506614;1216;0B5MEVA000A46JCCW0000682;868;3551;14/06/2023 12:53;23.39;3.06;9999;9999;24;24;3898;3896;3896;3898;3896;3896;1;;;;13.59506614;;;;;;;;
23.38;13.59506614;1215;0B5MEVA000A46JCCW0000679;867;3551;14/06/2023 12:53;23.39;3.06;9999;9999;24;24;3898;3896;3899;3899;3896;3896;1;;;;13.59506614;;;;;;;;
23.38;18.26094097;1214;0B5MEVA000A46JCCW0000089;158;3551;14/06/2023 12:51;23.36;3.11;9999;9999;24;24;3892;3894;3894;3892;3895;3893;0;;;;18.26094097;;;;;;;;
23.38;21.51915268;1213;0B5MEVA000A46JCCW0000692;619;3551;14/06/2023 12:50;23.38;3.07;9999;9999;24;24;3898;3895;3898;3898;3896;3898;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;1212;0B5MEVA000A46JCCW0000653;618;3551;14/06/2023 12:49;23.38;3.04;9999;9999;24;24;3896;3896;3896;3898;3898;3894;1;;;;21.51915268;;;;;;;;
23.38;13.59506614;1211;0B5MEVA000A46JCCX0000033;866;3551;14/06/2023 12:49;23.39;3.06;9999;9999;24;24;3896;3898;3898;3896;3898;3898;1;;;;13.59506614;;;;;;;;
23.38;13.59506614;1210;0B5MEVA000A46JCCX0000032;865;3551;14/06/2023 12:48;23.39;3.07;9999;9999;24;24;3898;3898;3898;3898;3896;3896;1;;;;13.59506614;;;;;;;;
23.38;13.59506614;1209;0B5MEVA000A46JCCW0000682;864;3551;14/06/2023 12:40;23.39;3.05;9999;9999;0;0;0;0;0;0;0;0;1;;;;13.59506614;;;;;;;;
23.38;21.51915268;1208;0B5MEVA000A46JCCX0000034;617;3551;14/06/2023 12:39;23.38;3.06;9999;9999;24;24;3898;3898;3896;3898;3896;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;1207;0B5MEVA000A46JCCW0000251;616;3551;14/06/2023 12:38;23.38;3.06;9999;9999;24;24;3898;3895;3896;3896;3898;3896;1;;;;21.51915268;;;;;;;;
23.38;13.59506614;1206;0B5MEVA000A46JCCX0000029;863;3551;14/06/2023 12:37;23.39;3.06;9999;9999;24;24;3899;3898;3896;3898;3899;3898;1;;;;13.59506614;;;;;;;;
23.38;21.51915268;1205;0B5MEVA000A46JCCW0000247;615;3551;14/06/2023 12:36;23.38;3.05;9999;9999;24;24;3895;3898;3896;3896;3896;3896;1;;;;21.51915268;;;;;;;;
23.38;23.74319228;1204;0B5MEVA000A46JCCW0000266;423;3551;14/06/2023 10:35;23.37;3.07;9999;9999;24;23;3894;3895;3894;3896;3894;3896;0;;;;23.74319228;;;;;;;;
23.38;21.51915268;1203;0B5MEVA000A46JCCW0000236;614;3551;14/06/2023 10:33;23.38;3.08;9999;9999;24;23;3896;3895;3895;3896;3896;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;1202;0B5MEVA000A46JCCW0000240;613;3551;14/06/2023 10:32;23.38;3.09;9999;9999;24;23;3895;3896;3895;3896;3895;3894;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;1201;0B5MEVA000A46JCCV0000368;612;3551;14/06/2023 10:31;23.38;3.09;9999;9999;24;23;3898;3896;3896;3898;3896;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;1200;0B5MEVA000A46JCCW0000372;611;3551;14/06/2023 10:31;23.38;3.07;9999;9999;23;23;3896;3895;3896;3896;3896;3896;1;;;;21.51915268;;;;;;;;
23.38;18.26094097;1199;0B5MEVA000A46JCCW0000060;157;3551;14/06/2023 10:29;23.36;3.12;9999;9999;23;23;3895;3895;3894;3893;3893;3894;0;;;;18.26094097;;;;;;;;
23.38;21.51915268;1198;0B5MEVA000A46JCCW0000377;610;3551;14/06/2023 10:29;23.38;3.05;9999;9999;24;23;3896;3894;3896;3895;3899;3895;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;1197;0B5MEVA000A46JCCW0000257;609;3551;14/06/2023 10:28;23.38;3.09;9999;9999;23;23;3898;3895;3896;3895;3896;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;1196;0B5MEVA000A46JCCV0000379;608;3551;14/06/2023 10:26;23.38;3.1;9999;9999;23;23;3896;3895;3896;3896;3898;3894;1;;;;21.51915268;;;;;;;;
23.38;18.26094097;1195;0B5MEVA000A46JCCW0000088;156;3551;14/06/2023 10:24;23.36;3.14;9999;9999;23;23;3892;3894;3893;3894;3892;3893;0;;;;18.26094097;;;;;;;;
23.38;21.51915268;1194;0B5MEVA000A46JCCV0000368;607;3551;14/06/2023 10:23;23.38;3.09;9999;9999;0;0;0;0;0;0;0;0;1;;;;21.51915268;;;;;;;;
23.38;13.59506614;1193;0B5MEVA000A46JCCV0000409;862;3551;14/06/2023 10:23;23.39;3.1;9999;9999;23;23;3898;3896;3896;3896;3898;3898;1;;;;13.59506614;;;;;;;;
23.38;18.26094097;1192;0B5MEVA000A46JCCW0000060;155;3551;14/06/2023 10:21;23.36;3.12;9999;9999;0;0;0;0;0;0;0;0;0;;;;18.26094097;;;;;;;;
23.38;18.26094097;1191;0B5MEVA000A46JCCW0000080;154;3551;14/06/2023 10:21;23.36;3.11;9999;9999;23;23;3894;3894;3894;3893;3894;3893;0;;;;18.26094097;;;;;;;;
23.38;13.59506614;1190;0B5MEVA000A46JCCV0000362;861;3551;14/06/2023 10:20;23.39;3.09;9999;9999;23;23;3899;3898;3896;3896;3898;3898;1;;;;13.59506614;;;;;;;;
23.38;18.26094097;1189;0B5MEVA000A46JCCW0000164;153;3551;14/06/2023 10:19;23.36;3.09;9999;9999;23;23;3892;3895;3893;3893;3893;3894;0;;;;18.26094097;;;;;;;;
23.38;21.51915268;1188;0B5MEVA000A46JCCV0000417;606;3551;14/06/2023 10:18;23.38;3.09;9999;9999;23;23;3896;3896;3896;3895;3896;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;1187;0B5MEVA000A46JCCV0000368;605;3551;14/06/2023 10:17;23.38;3.09;9999;9999;0;0;0;0;0;0;0;0;1;;;;21.51915268;;;;;;;;
23.38;13.59506614;1186;0B5MEVA000A46JCCX0000028;860;3551;14/06/2023 09:12;23.39;3.05;9999;9999;23;23;3898;3899;3898;3899;3898;3898;1;;;;13.59506614;;;;;;;;
23.38;13.59506614;1185;0B5MEVA000A46JCCW0000301;859;3551;14/06/2023 09:11;23.39;3.1;9999;9999;23;23;3900;3899;3898;3899;3898;3896;1;;;;13.59506614;;;;;;;;
23.38;13.59506614;1184;0B5MEVA000A46JCCV0000486;858;3551;14/06/2023 09:08;23.39;3.1;9999;9999;23;23;3898;3899;3899;3898;3896;3896;1;;;;13.59506614;;;;;;;;
23.38;21.51915268;1183;0B5MEVA000A46JCCW0000287;604;3551;14/06/2023 09:07;23.38;3.09;9999;9999;23;23;3898;3896;3896;3895;3896;3896;1;;;;21.51915268;;;;;;;;
23.38;13.59506614;1182;0B5MEVA000A46JCCV0000440;857;3551;14/06/2023 09:06;23.39;3.1;9999;9999;23;23;3896;3899;3896;3899;3898;3899;1;;;;13.59506614;;;;;;;;
23.38;13.59506614;1181;0B5MEVA000A46JCCW0000606;856;3551;14/06/2023 09:05;23.39;3.07;9999;9999;23;22;3896;3898;3898;3896;3899;3898;1;;;;13.59506614;;;;;;;;
23.38;13.59506614;1180;0B5MEVA000A46JCCX0000028;855;3551;14/06/2023 09:04;23.39;3.05;9999;9999;0;0;0;0;0;0;0;0;1;;;;13.59506614;;;;;;;;
23.38;13.59506614;1179;0B5MEVA000A46JCCW0000702;854;3551;14/06/2023 09:02;23.39;3.05;9999;9999;23;23;3899;3899;3898;3899;3896;3899;1;;;;13.59506614;;;;;;;;
23.38;21.51915268;1178;0B5MEVA000A46JCCV0000360;603;3551;14/06/2023 09:01;23.38;3.09;9999;9999;23;23;3898;3896;3898;3898;3896;3896;1;;;;21.51915268;;;;;;;;
23.38;13.59506614;1177;0B5MEVA000A46JCCW0000696;853;3551;14/06/2023 09:00;23.39;3.09;9999;9999;23;22;3896;3898;3898;3898;3898;3899;1;;;;13.59506614;;;;;;;;
23.38;21.51915268;1176;0B5MEVA000A46JCCV0000387;602;3551;14/06/2023 09:00;23.38;3.09;9999;9999;23;23;3898;3898;3895;3895;3896;3898;1;;;;21.51915268;;;;;;;;
23.38;13.59506614;1175;0B5MEVA000A46JCCW0000701;852;3551;14/06/2023 08:56;23.39;3.07;9999;9999;23;23;3899;3900;3898;3898;3896;3899;1;;;;13.59506614;;;;;;;;
23.38;21.51915268;1174;0B5MEVA000A46JCCV0000418;601;3551;14/06/2023 08:50;23.38;3.09;9999;9999;23;23;3895;3895;3896;3895;3895;3898;1;;;;21.51915268;;;;;;;;
23.38;13.59506614;1173;0B5MEVA000A46JCCW0000686;851;3551;14/06/2023 08:49;23.39;3.05;9999;9999;22;22;3899;3898;3900;3896;3898;3898;1;;;;13.59506614;;;;;;;;
23.38;21.51915268;1172;0B5MEVA000A46JCCV0000413;600;3551;14/06/2023 08:48;23.38;3.09;9999;9999;23;23;3896;3898;3896;3898;3896;3896;1;;;;21.51915268;;;;;;;;
23.38;13.59506614;1171;0B5MEVA000A46JCCX0000010;850;3551;14/06/2023 08:47;23.39;3.07;9999;9999;22;22;3898;3899;3899;3899;3899;3898;1;;;;13.59506614;;;;;;;;
23.38;13.59506614;1170;0B5MEVA000A46JCCV0000421;849;3551;14/06/2023 08:47;23.39;3.11;9999;9999;23;22;3898;3898;3899;3896;3899;3896;1;;;;13.59506614;;;;;;;;
23.38;3.658487198;1169;0B5MEVA000A46JCCW0000170;11;3551;12/06/2023 15:09;23.34;3.09;9999;9999;24;24;3890;3888;3890;3889;3890;3890;0;;;;3.658487198;;;;;;;;
23.38;18.26094097;1168;0B5MEVA000A46JCCV0000410;152;3551;12/06/2023 15:07;23.36;3.09;9999;9999;24;24;3892;3893;3894;3892;3894;3892;0;;;;18.26094097;;;;;;;;
23.38;23.74319228;1167;0B5MEVA000A46JCCV0000357;422;3551;12/06/2023 15:05;23.37;3.09;9999;9999;24;24;3894;3894;3895;3895;3894;3894;0;;;;23.74319228;;;;;;;;
23.38;23.74319228;1166;0B5MEVA000A46JCCW0000228;421;3551;12/06/2023 15:05;23.37;3.07;9999;9999;24;24;3896;3896;3894;3894;3894;3894;0;;;;23.74319228;;;;;;;;
23.38;13.59506614;1165;0B5MEVA000A46JCCV0000394;848;3551;12/06/2023 15:04;23.39;3.07;9999;9999;24;25;3896;3898;3896;3896;3895;3896;1;;;;13.59506614;;;;;;;;
23.38;23.74319228;1164;0B5MEVA000A46JCCV0000355;420;3551;12/06/2023 15:02;23.37;3.1;9999;9999;24;23;3894;3894;3895;3895;3894;3894;0;;;;23.74319228;;;;;;;;
23.38;21.51915268;1163;0B5MEVA000A46JCCV0000395;599;3551;12/06/2023 15:02;23.38;3.08;9999;9999;24;24;3898;3896;3896;3898;3896;3896;1;;;;21.51915268;;;;;;;;
23.38;13.59506614;1162;0B5MEVA000A46JCCW0000279;847;3551;12/06/2023 15:01;23.39;3.07;9999;9999;24;24;3899;3896;3898;3898;3898;3896;1;;;;13.59506614;;;;;;;;
23.38;23.74319228;1161;0B5MEVA000A46JCCV0000353;419;3551;12/06/2023 15:00;23.37;3.07;9999;9999;24;24;3895;3895;3895;3895;3894;3895;0;;;;23.74319228;;;;;;;;
23.38;13.59506614;1160;0B5MEVA000A46JCCV0000392;846;3551;12/06/2023 14:59;23.39;3.06;9999;9999;25;24;3898;3896;3899;3899;3898;3898;1;;;;13.59506614;;;;;;;;
23.38;21.51915268;1159;0B5MEVA000A46JCCV0000393;598;3551;12/06/2023 14:58;23.38;3.08;9999;9999;25;24;3898;3896;3896;3896;3896;3896;1;;;;21.51915268;;;;;;;;
23.38;21.51915268;1158;0B5MEVA000A46JCCV0000509;597;3551;12/06/2023 14:57;23.38;3.06;9999;9999;24;25;3896;3894;3895;3896;3895;3895;1;;;;21.51915268;;;;;;;;
23.38;23.74319228;1157;0B5MEVA000A46JCCV0000355;418;3551;12/06/2023 14:56;23.37;3.1;9999;9999;0;0;0;0;0;0;0;0;0;;;;23.74319228;;;;;;;;
23.38;23.74319228;1156;0B5MEVA000A46JCCV0000354;417;3551;12/06/2023 14:55;23.37;3.07;9999;9999;24;24;3894;3895;3895;3895;3895;3893;0;;;;23.74319228;;;;;;;;
23.38;23.74319228;1155;0B5MEVA000A46JCCV0000363;416;3551;12/06/2023 14:55;23.37;3.09;9999;9999;24;24;3894;3895;3894;3895;3894;3894;0;;;;23.74319228;;;;;;;;
23.38;23.74319228;1154;0B5MEVA000A46JCCV0000353;415;3551;12/06/2023 14:54;23.37;3.08;9999;9999;0;0;0;0;0;0;0;0;0;;;;23.74319228;;;;;;;;
23.38;18.26094097;1153;0B5MEVA000A46JCCV0000364;151;3551;12/06/2023 14:53;23.36;3.08;9999;9999;24;24;3895;3894;3894;3893;3893;3893;0;;;;18.26094097;;;;;;;;
23.38;18.26094097;1152;0B5MEVA000A46JCCV0000377;150;3551;12/06/2023 14:52;23.36;3.08;9999;9999;24;24;3893;3893;3892;3893;3893;3894;0;;;;18.26094097;;;;;;;;
23.38;13.59506614;1151;0B5MEVA000A46JCCV0000391;845;3551;12/06/2023 11:03;23.39;3.09;9999;9999;24;23;3898;3896;3899;3898;3898;3896;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;778;0B5MEVA001A45JC9Y0000203;647;3551;04/05/2023 14:28;23.39;3.09;9999;9999;23;23;3894;3899;3893;3904;3900;3894;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;812;0B5MEVA001A45JC9T0000187;648;3551;15/05/2023 14:53;23.39;3.11;9999;9999;23;23;3896;3896;3899;3900;3898;3900;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;819;0B5MEVA001A45JC9V0000150;649;3551;15/05/2023 15:20;23.39;3.09;9999;9999;22;23;3896;3901;3896;3898;3896;3895;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;822;0B5MEVA001A45JC9T0000146;650;3551;16/05/2023 11:55;23.39;3.14;9999;9999;22;23;3905;3904;3895;3895;3894;3890;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;840;0B5MEVA000A46JCCW0000051;651;3551;16/05/2023 17:26;23.39;3.08;9999;9999;23;23;3898;3898;3895;3898;3896;3899;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;841;0B5MEVA000A46JCCW0000115;652;3551;23/05/2023 14:28;23.39;3.09;9999;9999;22;22;3898;3899;3898;3896;3896;3896;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;846;0B5MEVA000A46JCCV0000494;653;3551;23/05/2023 14:33;23.39;3.09;9999;9999;22;22;3898;3899;3899;3899;3896;3899;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;847;0B5MEVA000A46JCCV0000493;654;3551;23/05/2023 14:34;23.39;3.1;9999;9999;22;22;3898;3896;3898;3895;3896;3896;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;850;0B5MEVA000A46JCCW0000135;655;3551;23/05/2023 14:36;23.39;3.07;9999;9999;22;22;3898;3899;3898;3896;3896;3898;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;853;0B5MEVA000A46JCCW0000107;656;3551;23/05/2023 14:39;23.39;3.06;9999;9999;0;0;0;0;0;0;0;0;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;854;0B5MEVA000A46JCCW0000105;657;3551;23/05/2023 14:40;23.39;3.08;9999;9999;22;22;3898;3898;3896;3898;3896;3895;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;857;0B5MEVA000A46JCCW0000107;658;3551;23/05/2023 14:45;23.39;3.05;9999;9999;22;22;3898;3899;3896;3895;3898;3896;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;860;0B5MEVA000A46JCCW0000118;659;3551;23/05/2023 15:00;23.39;3.07;9999;9999;22;22;3898;3899;3899;3896;3899;3896;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;861;0B5MEVA000A46JCCW0000103;660;3551;23/05/2023 15:01;23.39;3.08;9999;9999;22;22;3898;3896;3898;3898;3899;3898;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;866;0B5MEVA000A46JCCV0000382;661;3551;23/05/2023 15:05;23.39;3.09;9999;9999;0;0;0;0;0;0;0;0;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;869;0B5MEVA000A46JCCV0000365;662;3551;23/05/2023 15:07;23.39;3.09;9999;9999;22;22;3896;3899;3899;3898;3898;3896;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;872;0B5MEVA000A46JCCV0000375;663;3551;23/05/2023 15:11;23.39;3.11;9999;9999;0;0;0;0;0;0;0;0;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;873;0B5MEVA000A46JCCV0000489;664;3551;23/05/2023 15:12;23.39;3.09;9999;9999;22;22;3898;3898;3896;3895;3898;3895;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;874;0B5MEVA000A46JCCV0000492;665;3551;23/05/2023 15:13;23.39;3.09;9999;9999;22;22;3899;3899;3898;3896;3898;3898;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;875;0B5MEVA000A46JCCV0000490;666;3551;23/05/2023 15:17;23.39;3.09;9999;9999;0;0;0;0;0;0;0;0;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;876;0B5MEVA000A46JCCV0000490;667;3551;23/05/2023 15:21;23.39;3.09;9999;9999;22;22;3898;3899;3898;3898;3896;3899;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;877;0B5MEVA000A46JCCV0000382;668;3551;24/05/2023 10:39;23.39;3.08;9999;9999;23;23;3898;3899;3898;3900;3899;3896;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;878;0B5MEVA000A46JCCV0000375;669;3551;24/05/2023 10:42;23.39;3.1;9999;9999;23;23;3898;3898;3898;3898;3898;3898;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;879;0B5MEVA000A46JCCW0000367;670;3551;24/05/2023 10:43;23.39;3.04;9999;9999;23;23;3898;3898;3900;3900;3898;3898;1;;;;13.59506614;;;;;;;;
23.39;13.59506614;880;0B5MEVA000A46JCCW0000046;671;3551;24/05/2023 10:44;23.39;3.09;9999;9999;23;22;3899;3898;3899;3898;3896;3898;1;;;;13.59506614;;;;;;;;
