;;;;;;;;;;;;;;;;;;;;Moyenne;Variance;Ecart type;;m‚diance;;;;;;;
;;IdOp100;SN;Colonne2;Type;DateStart;OCV;ACIR;InsuP;InsuN;TC1;TC2;VC1;VC2;VC3;VC4;VC5;VC6;VC7;23.37;0.000277097;0.016646243;;23.37;;;;;;;
23.36;9.789878366;1435;0B5MEVA001A45JC9W0000354;57;3551;22/06/2023 09:57;23.35;3.07;9999;9999;22;22;3893;3892;3893;3890;3893;3892;0;;;;9.789878366;;;;;;;;
23.36;18.26094097;1434;0B5MEVA001A45JC9W0000085;256;3551;22/06/2023 09:55;23.36;3.09;9999;9999;23;23;3893;3890;3892;3895;3896;3892;0;;;;18.26094097;;;;;;;;
23.36;9.789878366;1433;0B5MEVA001A45JC9V0000407;56;3551;21/06/2023 14:10;23.35;3.06;9999;9999;24;24;3893;3890;3890;3890;3892;3890;0;;;;9.789878366;;;;;;;;
23.36;9.789878366;1432;0B5MEVA001A45JC9V0000407;55;3551;21/06/2023 14:02;23.35;3.06;9999;9999;0;0;0;0;0;0;0;0;0;;;;9.789878366;;;;;;;;
23.36;18.26094097;1431;0B5MEVA001A45JC9W0000346;255;3551;21/06/2023 14:00;23.36;3.07;9999;9999;24;24;3896;3892;3894;3895;3893;3893;0;;;;18.26094097;;;;;;;;
23.36;3.658487198;1430;0B5MEVA001A45JC9W0000351;12;3551;21/06/2023 13:58;23.34;3.04;9999;9999;24;24;3884;3890;3889;3888;3892;3892;0;;;;3.658487198;;;;;;;;
23.36;18.26094097;1429;0B5MEVA001A45JC9W0000377;254;3551;21/06/2023 13:57;23.36;3.08;9999;9999;24;23;3890;3893;3893;3892;3893;3893;0;;;;18.26094097;;;;;;;;
23.36;9.789878366;1428;0B5MEVA001A45JC9W0000357;54;3551;21/06/2023 13:56;23.35;3.09;9999;9999;24;24;3894;3893;3893;3893;3888;3892;0;;;;9.789878366;;;;;;;;
23.36;9.789878366;1427;0B5MEVA001A45JC9W0000322;53;3551;21/06/2023 13:55;23.35;3.05;9999;9999;24;24;3890;3894;3894;3893;3890;3892;0;;;;9.789878366;;;;;;;;
23.36;18.26094097;1426;0B5MEVA001A45JC9W0000380;253;3551;21/06/2023 13:54;23.36;3.07;9999;9999;24;24;3894;3894;3896;3892;3893;3890;0;;;;18.26094097;;;;;;;;
23.36;9.789878366;1425;0B5MEVA001A45JC9W0000358;52;3551;21/06/2023 13:53;23.35;3.08;9999;9999;24;24;3892;3890;3893;3892;3892;3894;0;;;;9.789878366;;;;;;;;
23.36;18.26094097;1424;0B5MEVA001A45JC9X0000206;252;3551;21/06/2023 13:52;23.36;3.08;9999;9999;23;24;3895;3894;3893;3893;3890;3894;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1423;0B5MEVA001A45JC9W0000443;251;3551;21/06/2023 13:51;23.36;3.09;9999;9999;24;23;3892;3892;3892;3889;3893;3893;0;;;;18.26094097;;;;;;;;
23.36;9.789878366;1422;0B5MEVA001A45JC9X0000142;51;3551;21/06/2023 13:49;23.35;3.09;9999;9999;24;23;3893;3890;3892;3894;3890;3892;0;;;;9.789878366;;;;;;;;
23.36;18.26094097;1421;0B5MEVA001A45JC9W0000374;250;3551;21/06/2023 13:48;23.36;3.05;9999;9999;24;23;3894;3893;3894;3893;3892;3893;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1420;0B5MEVA001A45JC9X0000116;249;3551;21/06/2023 13:47;23.36;3.08;9999;9999;23;23;3893;3895;3892;3895;3893;3892;0;;;;18.26094097;;;;;;;;
23.36;23.74319228;1419;0B5MEVA001A45JC9W0000375;459;3551;21/06/2023 13:47;23.37;3.08;9999;9999;24;23;3898;3894;3893;3892;3892;3899;0;;;;23.74319228;;;;;;;;
23.36;18.26094097;1418;0B5MEVA001A45JC9W0000239;248;3551;21/06/2023 13:45;23.36;3.06;9999;9999;23;24;3895;3892;3893;3894;3892;3893;0;;;;18.26094097;;;;;;;;
23.36;9.789878366;1417;0B5MEVA001A45JC9W0000353;50;3551;21/06/2023 13:44;23.35;3.05;9999;9999;24;23;3892;3892;3894;3890;3892;3889;0;;;;9.789878366;;;;;;;;
23.36;9.789878366;1416;0B5MEVA001A45JC9W0000442;49;3551;21/06/2023 13:14;23.35;3.09;9999;9999;24;24;3890;3893;3890;3893;3892;3892;0;;;;9.789878366;;;;;;;;
23.36;21.51915268;1415;0B5MEVA001A45JC9V0000057;638;3551;21/06/2023 13:13;23.38;3.09;9999;9999;23;23;3898;3898;3895;3895;3896;3890;1;;;;21.51915268;;;;;;;;
23.36;18.26094097;1414;0B5MEVA001A45JC9W0000347;247;3551;21/06/2023 13:04;23.36;3.08;9999;9999;23;23;3893;3894;3893;3893;3893;3893;0;;;;18.26094097;;;;;;;;
23.36;9.789878366;1413;0B5MEVA001A45JC9W0000442;48;3551;21/06/2023 13:03;23.35;3.08;9999;9999;0;0;0;0;0;0;0;0;0;;;;9.789878366;;;;;;;;
23.36;23.74319228;1412;0B5MEVA001A45JC9W0000414;458;3551;21/06/2023 13:01;23.37;3.06;9999;9999;23;23;3892;3893;3894;3894;3894;3892;0;;;;23.74319228;;;;;;;;
23.36;21.51915268;1411;0B5MEVA001A45JC9V0000057;637;3551;21/06/2023 13:01;23.38;3.09;9999;9999;205;205;1554;1554;1554;1554;1554;1554;1;;;;21.51915268;;;;;;;;
23.36;18.26094097;1410;0B5MEVA001A45JC9T0000048;246;3551;21/06/2023 12:59;23.36;3.08;9999;9999;23;23;3890;3893;3893;3892;3894;3892;0;;;;18.26094097;;;;;;;;
23.36;23.74319228;1409;0B5MEVA001A45JC9V0000344;457;3551;21/06/2023 12:58;23.37;3.07;9999;9999;23;23;3896;3895;3895;3895;3894;3895;0;;;;23.74319228;;;;;;;;
23.36;18.26094097;1408;0B5MEVA001A45JC9V0000276;245;3551;21/06/2023 12:57;23.36;3.05;9999;9999;23;23;3893;3894;3893;3895;3892;3892;0;;;;18.26094097;;;;;;;;
23.36;23.74319228;1407;0B5MEVA001A45JC9V0000317;456;3551;21/06/2023 12:56;23.37;3.08;9999;9999;23;23;3895;3893;3893;3898;3894;3894;0;;;;23.74319228;;;;;;;;
23.36;23.74319228;1406;0B5MEVA001A45JC9V0000062;455;3551;21/06/2023 12:54;23.37;3.09;9999;9999;23;23;3892;3893;3900;3893;3893;3893;0;;;;23.74319228;;;;;;;;
23.36;23.74319228;1405;0B5MEVA001A45JC9V0000343;454;3551;21/06/2023 12:52;23.37;3.08;9999;9999;23;23;3895;3893;3893;3899;3892;3892;0;;;;23.74319228;;;;;;;;
23.36;23.74319228;1404;0B5MEVA001A45JC9V0000345;453;3551;21/06/2023 12:47;23.37;3.09;9999;9999;23;23;3898;3894;3894;3894;3895;3892;0;;;;23.74319228;;;;;;;;
23.36;18.26094097;1403;0B5MEVA001A45JC9T0000096;244;3551;21/06/2023 12:46;23.36;3.06;9999;9999;23;23;3892;3892;3893;3892;3892;3894;0;;;;18.26094097;;;;;;;;
23.36;23.74319228;1402;0B5MEVA001A45JC9V0000266;452;3551;21/06/2023 12:44;23.37;3.07;9999;9999;23;23;3895;3894;3894;3894;3893;3893;0;;;;23.74319228;;;;;;;;
23.36;18.26094097;1401;0B5MEVA001A45JC9V0000060;243;3551;21/06/2023 11:44;23.36;3.08;9999;9999;23;23;3894;3894;3894;3892;3893;3892;0;;;;18.26094097;;;;;;;;
23.36;23.74319228;1400;0B5MEVA001A45JC9V0000266;451;3551;21/06/2023 11:41;23.37;3.08;9999;9999;0;0;0;0;0;0;0;0;0;;;;23.74319228;;;;;;;;
23.36;18.26094097;1399;0B5MEVA001A45JC9V0000060;242;3551;21/06/2023 11:37;23.36;3.08;9999;9999;0;0;0;0;0;0;0;0;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1398;0B5MEVA001A45JC9V0000060;241;3551;21/06/2023 11:35;23.36;3.08;9999;9999;0;0;0;0;0;0;0;0;0;;;;18.26094097;;;;;;;;
23.36;23.74319228;1396;0B5MEVA001A45JC9T0000108;450;3551;21/06/2023 11:27;23.37;3.06;9999;9999;23;23;3894;3899;3899;3893;3893;3893;0;;;;23.74319228;;;;;;;;
23.36;18.26094097;1394;0B5MEVA001A45JC9Y0000488;240;3551;21/06/2023 11:22;23.36;3.05;9999;9999;23;23;3893;3893;3892;3894;3892;3892;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1393;0B5MEVA001A45JC9X0000259;239;3551;21/06/2023 11:21;23.36;3.1;9999;9999;23;23;3892;3892;3895;3895;3893;3892;0;;;;18.26094097;;;;;;;;
23.36;9.789878366;1392;0B5MEVA001A45JC9Y0000469;47;3551;21/06/2023 11:19;23.35;3.06;9999;9999;23;23;3890;3890;3892;3890;3890;3894;0;;;;9.789878366;;;;;;;;
23.36;13.59506614;1391;0B5MEVA000A46JCCW0000373;894;3551;21/06/2023 11:17;23.39;3.05;9999;9999;23;23;3898;3899;3899;3899;3896;3899;1;;;;13.59506614;;;;;;;;
23.36;9.789878366;1390;0B5MEVA001A45JC9Y0000501;46;3551;21/06/2023 11:17;23.35;3.1;9999;9999;23;23;3889;3896;3892;3883;3895;3892;0;;;;9.789878366;;;;;;;;
23.36;18.26094097;1389;0B5MEVA001A45JC9Y0000531;238;3551;21/06/2023 11:15;23.36;3.08;9999;9999;23;23;3893;3892;3892;3894;3895;3893;0;;;;18.26094097;;;;;;;;
23.36;9.789878366;1387;0B5MEVA001A45JC9Y0000503;45;3551;21/06/2023 11:13;23.35;3.06;9999;9999;23;23;3893;3893;3892;3889;3894;3892;0;;;;9.789878366;;;;;;;;
23.36;5.986976907;1386;0B5MEVA000A46JCCW0000374;931;3551;21/06/2023 11:12;23.40;3.06;9999;9999;23;23;3898;3900;3899;3899;3899;3899;1;;;;5.986976907;;;;;;;;
23.36;13.59506614;1385;0B5MEVA000A46JCCW0000331;893;3551;21/06/2023 11:10;23.39;3.07;9999;9999;24;23;3898;3896;3898;3896;3895;3898;1;;;;13.59506614;;;;;;;;
23.36;13.59506614;1384;0B5MEVA000A46JCCW0000373;892;3551;21/06/2023 11:09;23.39;3.05;9999;9999;0;0;0;0;0;0;0;0;1;;;;13.59506614;;;;;;;;
23.36;13.59506614;1383;0B5MEVA000A46JCCW0000237;891;3551;21/06/2023 11:07;23.39;3.06;9999;9999;24;24;3899;3895;3899;3899;3898;3898;1;;;;13.59506614;;;;;;;;
23.36;13.59506614;1382;0B5MEVA000A46JCCW0000203;890;3551;21/06/2023 11:07;23.39;3.07;9999;9999;23;23;3899;3898;3900;3899;3899;3895;1;;;;13.59506614;;;;;;;;
23.36;13.59506614;1381;0B5MEVA000A46JCCW0000242;889;3551;21/06/2023 11:06;23.39;3.07;9999;9999;24;24;3898;3899;3896;3895;3896;3899;1;;;;13.59506614;;;;;;;;
23.36;13.59506614;1380;0B5MEVA000A46JCCW0000278;888;3551;21/06/2023 10:56;23.39;3.09;9999;9999;23;23;3898;3899;3900;3900;3898;3899;1;;;;13.59506614;;;;;;;;
23.36;13.59506614;1379;0B5MEVA000A46JCCW0000384;887;3551;21/06/2023 10:52;23.39;3.06;9999;9999;24;24;3899;3899;3898;3899;3899;3898;1;;;;13.59506614;;;;;;;;
23.36;13.59506614;1378;0B5MEVA000A46JCCW0000258;886;3551;20/06/2023 15:30;23.39;3.08;9999;9999;23;23;3900;3898;3899;3899;3898;3899;1;;;;13.59506614;;;;;;;;
23.36;13.59506614;1377;0B5MEVA000A46JCCW0000258;885;3551;20/06/2023 15:21;23.39;3.09;9999;9999;0;0;0;0;0;0;0;0;1;;;;13.59506614;;;;;;;;
23.36;5.986976907;1376;0B5MEVA000A46JCCW0000333;930;3551;20/06/2023 15:21;23.40;3.06;9999;9999;23;23;3898;3900;3900;3899;3899;3899;1;;;;5.986976907;;;;;;;;
23.36;13.59506614;1375;0B5MEVA000A46JCCW0000380;884;3551;20/06/2023 15:19;23.39;3.06;9999;9999;23;23;3899;3900;3898;3898;3898;3898;1;;;;13.59506614;;;;;;;;
23.36;23.74319228;1374;0B5MEVA001A45JCA30000090;449;3551;20/06/2023 15:18;23.37;3.09;9999;9999;23;23;3895;3896;3895;3895;3892;3894;0;;;;23.74319228;;;;;;;;
23.36;21.51915268;1373;0B5MEVA000A46JCCV0000386;636;3551;20/06/2023 15:17;23.38;3.09;9999;9999;23;23;3898;3896;3896;3896;3896;3898;1;;;;21.51915268;;;;;;;;
23.36;18.26094097;1372;0B5MEVA001A45JC9T0000065;237;3551;20/06/2023 15:16;23.36;3.08;9999;9999;23;23;3893;3894;3890;3894;3893;3890;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1371;0B5MEVA000A46JCCW0000074;236;3551;20/06/2023 15:15;23.36;3.07;9999;9999;23;23;3895;3893;3894;3893;3892;3893;0;;;;18.26094097;;;;;;;;
23.36;21.51915268;1370;0B5MEVA001A45JC9T0000042;635;3551;20/06/2023 15:14;23.38;3.09;9999;9999;23;23;3898;3901;3892;3893;3895;3896;1;;;;21.51915268;;;;;;;;
23.36;18.26094097;1369;0B5MEVA001A45JC9T0000055;235;3551;20/06/2023 15:13;23.36;3.07;9999;9999;23;23;3893;3892;3893;3892;3893;3893;0;;;;18.26094097;;;;;;;;
23.36;23.74319228;1368;0B5MEVA001A45JC9T0000066;448;3551;20/06/2023 15:12;23.37;3.07;9999;9999;23;23;3894;3895;3896;3894;3893;3895;0;;;;23.74319228;;;;;;;;
23.36;23.74319228;1367;0B5MEVA001A45JC9T0000064;447;3551;20/06/2023 15:11;23.37;3.09;9999;9999;23;23;3894;3893;3893;3892;3896;3895;0;;;;23.74319228;;;;;;;;
23.36;23.74319228;1366;0B5MEVA001A45JC9T0000054;446;3551;20/06/2023 15:11;23.37;3.09;9999;9999;23;23;3895;3894;3894;3893;3894;3894;0;;;;23.74319228;;;;;;;;
23.36;18.26094097;1365;0B5MEVA001A45JC9W0000294;234;3551;20/06/2023 15:10;23.36;3.07;9999;9999;23;23;3893;3893;3892;3892;3890;3890;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1364;0B5MEVA001A45JC9T0000008;233;3551;20/06/2023 14:29;23.36;3.05;9999;9999;23;23;3892;3893;3893;3893;3892;3893;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1363;0B5MEVA001A45JC9T0000050;232;3551;20/06/2023 14:27;23.36;3.08;9999;9999;23;23;3893;3893;3893;3895;3893;3893;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1362;0B5MEVA001A45JC9T0000063;231;3551;20/06/2023 14:26;23.36;3.09;9999;9999;23;23;3896;3893;3890;3894;3893;3893;0;;;;18.26094097;;;;;;;;
23.36;23.74319228;1361;0B5MEVA001A45JC9T0000053;445;3551;20/06/2023 14:24;23.37;3.1;9999;9999;23;23;3895;3899;3893;3894;3893;3894;0;;;;23.74319228;;;;;;;;
23.36;23.74319228;1360;0B5MEVA001A45JC9T0000186;444;3551;20/06/2023 14:22;23.37;3.08;9999;9999;23;23;3895;3898;3894;3894;3895;3895;0;;;;23.74319228;;;;;;;;
23.36;18.26094097;1359;0B5MEVA001A45JC9V0000332;230;3551;20/06/2023 14:21;23.36;3.07;9999;9999;23;23;3893;3893;3892;3892;3894;3894;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1358;0B5MEVA001A45JC9V0000335;229;3551;20/06/2023 14:20;23.36;3.07;9999;9999;23;23;3894;3893;3892;3894;3895;3894;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1357;0B5MEVA001A45JC9V0000355;228;3551;20/06/2023 14:18;23.36;3.06;9999;9999;23;23;3894;3892;3892;3892;3893;3892;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1356;0B5MEVA001A45JC9V0000408;227;3551;20/06/2023 14:17;23.36;3.07;9999;9999;23;23;3893;3892;3893;3893;3894;3894;0;;;;18.26094097;;;;;;;;
23.36;23.74319228;1355;0B5MEVA001A45JC9V0000353;443;3551;20/06/2023 14:16;23.37;3.08;9999;9999;23;23;3899;3892;3894;3894;3898;3894;0;;;;23.74319228;;;;;;;;
23.36;18.26094097;1354;0B5MEVA001A45JC9V0000372;226;3551;20/06/2023 14:15;23.36;3.1;9999;9999;23;23;3892;3893;3893;3892;3893;3895;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1353;0B5MEVA001A45JC9V0000296;225;3551;20/06/2023 14:14;23.36;3.06;9999;9999;23;23;3893;3894;3894;3892;3894;3894;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1352;0B5MEVA001A45JC9V0000416;224;3551;20/06/2023 14:14;23.36;3.08;9999;9999;23;23;3892;3893;3894;3893;3895;3894;0;;;;18.26094097;;;;;;;;
23.36;23.74319228;1350;0B5MEVA001A45JC9V0000359;442;3551;20/06/2023 13:44;23.37;3.08;9999;9999;23;23;3894;3894;3894;3895;3894;3895;0;;;;23.74319228;;;;;;;;
23.36;18.26094097;1349;0B5MEVA001A45JC9W0000400;223;3551;20/06/2023 13:43;23.36;3.08;9999;9999;23;23;3893;3892;3894;3894;3892;3893;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1348;0B5MEVA001A45JC9T0000198;222;3551;20/06/2023 13:43;23.36;3.08;9999;9999;23;23;3892;3893;3885;3893;3893;3895;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1347;0B5MEVA001A45JC9V0000270;221;3551;20/06/2023 13:42;23.36;3.06;9999;9999;23;23;3895;3894;3893;3893;3893;3893;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1346;0B5MEVA001A45JC9W0000361;220;3551;20/06/2023 13:41;23.36;3.07;9999;9999;23;23;3893;3896;3896;3893;3890;3890;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1345;0B5MEVA001A45JC9W0000362;219;3551;20/06/2023 13:40;23.36;3.09;9999;9999;23;23;3895;3895;3894;3892;3893;3893;0;;;;18.26094097;;;;;;;;
23.36;23.74319228;1344;0B5MEVA001A45JC9T0000174;441;3551;20/06/2023 13:38;23.37;3.08;9999;9999;23;23;3892;3900;3894;3894;3894;3894;0;;;;23.74319228;;;;;;;;
23.36;18.26094097;1343;0B5MEVA001A45JC9W0000329;218;3551;20/06/2023 13:37;23.36;3.08;9999;9999;23;23;3892;3896;3890;3892;3895;3892;0;;;;18.26094097;;;;;;;;
23.36;23.74319228;1342;0B5MEVA001A45JC9W0000355;440;3551;20/06/2023 13:37;23.37;3.06;9999;9999;23;23;3895;3896;3894;3895;3894;3893;0;;;;23.74319228;;;;;;;;
23.36;21.51915268;1341;0B5MEVA001A45JC9T0000154;634;3551;20/06/2023 13:34;23.38;3.11;9999;9999;23;23;3900;3896;3893;3892;3895;3899;1;;;;21.51915268;;;;;;;;
23.36;18.26094097;1340;0B5MEVA001A45JC9W0000286;217;3551;20/06/2023 13:32;23.36;3.07;9999;9999;23;23;3893;3893;3892;3893;3894;3893;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1339;0B5MEVA001A45JC9W0000403;216;3551;20/06/2023 13:30;23.36;3.1;9999;9999;23;23;3894;3894;3892;3894;3892;3892;0;;;;18.26094097;;;;;;;;
23.36;21.51915268;1338;0B5MEVA001A45JC9V0000119;633;3551;20/06/2023 13:29;23.38;3.11;9999;9999;23;23;3894;3898;3899;3895;3895;3896;1;;;;21.51915268;;;;;;;;
23.36;18.26094097;1337;0B5MEVA001A45JC9W0000411;215;3551;20/06/2023 13:28;23.36;3.09;9999;9999;23;23;3894;3894;3894;3894;3893;3892;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1336;0B5MEVA001A45JC9V0000248;214;3551;20/06/2023 13:28;23.36;3.08;9999;9999;23;23;3894;3893;3893;3893;3895;3893;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1335;0B5MEVA001A45JC9V0000289;213;3551;20/06/2023 13:26;23.36;3.05;9999;9999;23;23;3893;3894;3894;3894;3894;3894;0;;;;18.26094097;;;;;;;;
23.36;18.26094097;1332;0B5MEVA001A45JC9X0000121;212;3551;20/06/2023 11:44;23.36;3.06;9999;9999;23;23;3894;3894;3892;3893;3893;3893;0;;;;18.26094097;;;;;;;;
23.36;21.51915268;1331;0B5MEVA001A45JC9T0000178;632;3551;20/06/2023 11:43;23.38;3.08;9999;9999;23;23;3895;3896;3894;3899;3892;3899;1;;;;21.51915268;;;;;;;;
23.36;18.26094097;1330;0B5MEVA001A45JC9X0000111;211;3551;20/06/2023 11:42;23.36;3.08;9999;9999;23;23;3892;3892;3896;3893;3890;3894;0;;;;18.26094097;;;;;;;;
23.37;23.74319228;740;0B5MEVA001A45JC9V0000009;364;3551;03/05/2023 11:33;23.37;3.09;9999;9999;22;22;3895;3895;3895;3896;3892;3895;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;745;0B5MEVA001A45JC9X0000479;365;3551;03/05/2023 11:38;23.37;3.09;9999;9999;22;22;3898;3895;3894;3895;3895;3895;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;747;0B5MEVA001A45JC9X0000269;366;3551;03/05/2023 11:40;23.37;3.07;9999;9999;22;22;3896;3895;3893;3896;3895;3895;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;750;0B5MEVA001A45JC9X0000525;367;3551;03/05/2023 11:43;23.37;3.1;9999;9999;22;22;3896;3895;3895;3894;3894;3896;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;756;0B5MEVA001A45JC9T0000162;368;3551;03/05/2023 15:57;23.37;3.08;9999;9999;23;23;3895;3894;3894;3896;3894;3896;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;757;0B5MEVA001A45JC9V0000273;369;3551;03/05/2023 15:58;23.37;3.08;9999;9999;23;23;3895;3894;3893;3893;3893;3893;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;758;0B5MEVA001A45JC9V0000272;370;3551;03/05/2023 15:59;23.37;3.09;9999;9999;23;23;3896;3892;3894;3898;3893;3895;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;762;0B5MEVA001A45JC9V0000173;371;3551;03/05/2023 16:12;23.37;3.07;9999;9999;23;23;3894;3894;3896;3894;3894;3894;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;764;0B5MEVA001A45JC9V0000309;372;3551;03/05/2023 16:14;23.37;3.06;9999;9999;23;23;3893;3894;3896;3894;3893;3893;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;765;0B5MEVA001A45JC9T0000175;373;3551;04/05/2023 14:17;23.37;3.08;9999;9999;23;23;3898;3896;3895;3894;3894;3895;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;766;0B5MEVA001A45JC9V0000178;374;3551;04/05/2023 14:17;23.37;3.06;9999;9999;23;23;3896;3894;3893;3896;3898;3895;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;768;0B5MEVA001A45JC9T0000089;375;3551;04/05/2023 14:19;23.37;3.08;9999;9999;23;23;3893;3894;3894;3894;3896;3896;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;769;0B5MEVA001A45JC9T0000015;376;3551;04/05/2023 14:20;23.37;3.1;9999;9999;23;23;3896;3895;3893;3894;3892;3894;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;770;0B5MEVA001A45JC9T0000022;377;3551;04/05/2023 14:21;23.37;3.08;9999;9999;23;23;3895;3894;3895;3894;3896;3893;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;771;0B5MEVA001A45JC9X0000005;378;3551;04/05/2023 14:21;23.37;3.08;9999;9999;23;23;3896;3894;3895;3896;3893;3893;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;772;0B5MEVA001A45JC9X0000084;379;3551;04/05/2023 14:23;23.37;3.07;9999;9999;23;23;3895;3894;3894;3893;3895;3895;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;773;0B5MEVA001A45JC9X0000009;380;3551;04/05/2023 14:23;23.37;3.08;9999;9999;23;23;3895;3894;3895;3896;3895;3892;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;774;0B5MEVA001A45JC9X0000097;381;3551;04/05/2023 14:24;23.37;3.05;9999;9999;23;23;3895;3893;3894;3893;3896;3895;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;777;0B5MEVA001A45JC9X0000045;382;3551;04/05/2023 14:27;23.37;3.06;9999;9999;23;23;3895;3896;3896;3892;3894;3894;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;779;0B5MEVA001A45JC9X0000132;383;3551;04/05/2023 14:29;23.37;3.08;9999;9999;23;23;3893;3894;3899;3895;3895;3896;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;781;0B5MEVA001A45JC9W0000444;384;3551;12/05/2023 10:38;23.37;3.08;9999;9999;23;23;3894;3896;3895;3893;3894;3893;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;783;0B5MEVA001A45JC9X0000086;385;3551;12/05/2023 10:39;23.37;3.08;9999;9999;22;22;3893;3893;3896;3895;3896;3893;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;786;0B5MEVA001A45JC9V0000175;386;3551;12/05/2023 10:41;23.37;3.09;9999;9999;22;22;3899;3896;3894;3895;3892;3895;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;787;0B5MEVA001A45JC9V0000002;387;3551;12/05/2023 10:43;23.37;3.07;9999;9999;22;22;3895;3896;3895;3895;3895;3895;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;788;0B5MEVA001A45JC9V0000320;388;3551;12/05/2023 10:43;23.37;3.08;9999;9999;22;22;3896;3896;3895;3896;3893;3894;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;792;0B5MEVA001A45JC9V0000321;389;3551;12/05/2023 10:48;23.37;3.1;9999;9999;22;22;3895;3895;3892;3895;3895;3895;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;793;0B5MEVA001A45JC9T0000167;390;3551;12/05/2023 10:48;23.37;3.1;9999;9999;22;22;3895;3895;3895;3898;3894;3895;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;794;0B5MEVA001A45JC9W0000317;391;3551;12/05/2023 10:49;23.37;3.08;9999;9999;22;22;3894;3895;3894;3895;3892;3893;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;795;0B5MEVA001A45JC9V0000340;392;3551;12/05/2023 10:50;23.37;3.07;9999;9999;22;22;3896;3895;3895;3895;3896;3892;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;796;0B5MEVA001A45JC9W0000313;393;3551;12/05/2023 10:51;23.37;3.07;9999;9999;22;22;3893;3895;3896;3894;3894;3895;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;797;0B5MEVA001A45JC9T0000181;394;3551;15/05/2023 13:22;23.37;3.08;9999;9999;22;22;3898;3894;3895;3895;3896;3895;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;798;0B5MEVA001A45JC9W0000330;395;3551;15/05/2023 13:23;23.37;3.08;9999;9999;23;22;3894;3896;3896;3893;3896;3894;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;800;0B5MEVA001A45JC9X0000057;396;3551;15/05/2023 13:24;23.37;3.12;9999;9999;22;22;3896;3894;3892;3894;3894;3893;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;801;0B5MEVA001A45JC9X0000113;397;3551;15/05/2023 13:25;23.37;3.1;9999;9999;22;22;3895;3894;3895;3894;3895;3893;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;808;0B5MEVA001A45JC9X0000057;398;3551;15/05/2023 14:51;23.37;3.11;9999;9999;23;23;3896;3894;3892;3894;3894;3893;0;;;;23.74319228;;;;;;;;
23.37;23.74319228;809;0B5MEVA001A45JC9X0000113;399;3551;15/05/2023 14:51;23.37;3.09;9999;9999;23;23;3895;3894;3895;3894;3895;3893;0;;;;23.74319228;;;;;;;;
